IATA_CODE,ICAO_CODE,APT_NAME,APT_CAT,FAA_ROLE,STATE,CITY_SERVED
,,Hamlin Airport,Notable private-use airports,,Texas,Hamlin
JCY,,LBJ Ranch Airport,Notable private-use airports,,Texas,Johnson City
,,Cardiff Brothers Airport,Notable private-use airports,,Texas,Katy
,,Hoffpauir Airport,Notable private-use airports,,Texas,Katy
MGI,,Aransas National Wildlife Refuge Airport,Notable private-use airports,,Texas,Matagorda Island
,,Gardner Farm Airport,Notable private-use airports,,Texas,McAdoo
,,"New Gulf Airport (former public-use, FAA: T17)",Notable private-use airports,,Texas,Newgulf (New Gulf)
,,"Mesa Vista Ranch Airport (former public-use, FAA: BPC)",Notable private-use airports,,Texas,Pampa
,,Lowell Smith Jr. Airport (owned by City of Rio Vista),Notable private-use airports,,Texas,Rio Vista
,,West Ranch Airport,Notable private-use airports,,Texas,Round Mountain
,,Poetry Landing Airport,Notable private-use airports,,Texas,Royse City
,,Seagraves Airport,Notable private-use airports,,Texas,Seagraves
,,Alvie Cole Ranch Airport,Notable private-use airports,,Texas,Sterling City
,,"Skydive Houston Airport (former public-use, FAA: 37X)",Notable private-use airports,,Texas,Waller
,,Lake Whitney Country Club Airport,Notable private-use airports,,Texas,Whitney
,,Taylor Airport (closed 2006?) [9],Notable former airports,,Texas,Albany
,,Kittyhawk Airport (closed 2011?) [10],Notable former airports,,Texas,Allen
,,Cameron Airport (closed 2004?) [11],Notable former airports,,Texas,Angleton
AUS,KAUS,Robert Mueller Municipal Airport (closed 1999) [12],Notable former airports,,Texas,Austin
,,Fehmel Dusting Service Airport [2],Notable former airports,,Texas,Bay City
,,Ward Airpark,Notable former airports,,Texas,Beasley
,,"Goliad County Industrial Airpark (now NOLF Goliad, FAA: NGT) [13]",Notable former airports,GA,Texas,Berclair
BGS,,Webb Air Force Base (closed 1977),Notable former airports,,Texas,Big Spring
,,Maples Field [3],Notable former airports,,Texas,Canyon
CLC,,Clear Lake Metro Port (closed 1986),Notable former airports,,Texas,Clear Lake City
,,Hayesport Airport (closed 2003?) [14],Notable former airports,,Texas,Collinsville
,,De Leon Municipal Airport (closed 1999?) [15],Notable former airports,,Texas,De Leon
,,Carroll Air Park (closed 2004?) [16],Notable former airports,,Texas,DeSoto
,,Horizon Airport (closed 2014) [4],Notable former airports,,Texas,El Paso
GSW,KGSW,Greater Southwest International Airport (closed 1972?),Notable former airports,,Texas,Fort Worth
,,Saginaw Airport (closed 2003?) [17],Notable former airports,,Texas,Fort Worth
,,Cluck Ranch Airport (closed 2010?),Notable former airports,,Texas,Gruver
,,Hound Run Airport (closed 2012?),Notable former airports,,Texas,Hallettsville
,,Lesikar Ranch Airport (closed 2010?),Notable former airports,,Texas,Hallettsville
,KEYQ,Weiser Airpark (closed 2019) [5],Notable former airports,,Texas,Houston
,,Westheimer Air Park (closed 2015),Notable former airports,,Texas,Houston
,,Flyin' B Airport,Notable former airports,,Texas,Houston
AAP,KAAP,Andrau Airpark (closed 1998),Notable former airports,,Texas,Houston / Alief
,,Bamberger Ranch Airport (closed 2003?) [18],Notable former airports,,Texas,Johnson City
,,Sack-O-Grande Acroport (closed 2014) [6],Notable former airports,,Texas,Katy
,,Hall Airport (closed 2010?),Notable former airports,,Texas,Kaufman
SPX,,Houston Gulf Airport (closed 2002?) [19],Notable former airports,,Texas,League City
,,Kittie Hill Airport (closed 2013-2014) [7],Notable former airports,,Texas,Leander
,,Nocona Airport (closed 2008?),Notable former airports,,Texas,Nocona
,,North Houston Airport (was Williams Airport) [20] (closed 2021) [8],Notable former airports,,Texas,Porter Heights
,,Robert Lee Airport,Notable former airports,,Texas,Robert Lee
GOF,KGOF,"Goodfellow Air Force Base (base open, runways closed)",Notable former airports,,Texas,San Angelo
,,Lane Field,Notable former airports,,Texas,Sanger
,,Glen Beicker Ranch Airport (closed 2009?),Notable former airports,,Texas,Seguin
,,Pronger Bros. Ranch Airport (closed 2010?),Notable former airports,,Texas,Stratford
,,Boyd Field (closed 2010?),Notable former airports,,Texas,Waco
CDC,KCDC,Cedar City Regional Airport,Commercial service – primary airports,P-N,Utah,Cedar City
CNY,KCNY,Canyonlands Regional Airport,Commercial service – primary airports,P-N,Utah,Moab
OGD,KOGD,Ogden–Hinckley Airport,Commercial service – primary airports,P-N,Utah,Ogden
PVU,KPVU,Provo Municipal Airport,Commercial service – primary airports,P-N,Utah,Provo
SGU,KSGU,St. George Regional Airport,Commercial service – primary airports,P-N,Utah,St. George
SLC,KSLC,Salt Lake City International Airport,Commercial service – primary airports,P-L,Utah,Salt Lake City
VEL,KVEL,Vernal Regional Airport (was Vernal-Uintah Co. Airport),Commercial service – nonprimary airports,CS,Utah,Vernal
,,South Valley Regional Airport (was Salt Lake City Muni 2),Reliever airports,R,Utah,West Jordan
,,Beaver Municipal Airport,General aviation airports,GA,Utah,Beaver
BDG,KBDG,Blanding Municipal Airport,General aviation airports,GA,Utah,Blanding
BMC,KBMC,Brigham City Regional Airport,General aviation airports,GA,Utah,Brigham City
BCE,KBCE,Bryce Canyon Airport,General aviation airports,GA,Utah,Bryce Canyon
DTA,KDTA,Delta Municipal Airport,General aviation airports,GA,Utah,Delta
,,Duchesne Municipal Airport,General aviation airports,GA,Utah,Duchesne
,,Escalante Municipal Airport,General aviation airports,GA,Utah,Escalante
RVR,,Green River Municipal Airport,General aviation airports,GA,Utah,Green River
,,Cal Black Memorial Airport,General aviation airports,GA,Utah,Halls Crossing
HVE,KHVE,Hanksville Airport,General aviation airports,GA,Utah,Hanksville
,KHCR,Heber Valley Airport,General aviation airports,GA,Utah,Heber City
,,General Dick Stout Field,General aviation airports,GA,Utah,Hurricane
KNB,KKNB,Kanab Municipal Airport,General aviation airports,GA,Utah,Kanab
,,Wayne Wonderland Airport,General aviation airports,GA,Utah,Loa
LGU,KLGU,Logan-Cache Airport,General aviation airports,GA,Utah,Logan
NTJ,,Manti-Ephraim Airport,General aviation airports,GA,Utah,Manti
MLF,KMLF,Milford Municipal Airport (Ben and Judy Briscoe Field),General aviation airports,GA,Utah,Milford
MXC,,Monticello Airport,General aviation airports,GA,Utah,Monticello
NPH,,Nephi Municipal Airport,General aviation airports,GA,Utah,Nephi
PNU,,Panguitch Municipal Airport,General aviation airports,GA,Utah,Panguitch
,,Parowan Airport,General aviation airports,GA,Utah,Parowan
PUC,KPUC,Carbon County Regional Airport (Buck Davis Field),General aviation airports,GA,Utah,Price
RIF,KRIF,Richfield Municipal Airport,General aviation airports,GA,Utah,Richfield
,,Roosevelt Municipal Airport,General aviation airports,GA,Utah,Roosevelt
,KSPK,Spanish Fork Municipal Airport Woodhouse Field,General aviation airports,GA,Utah,Spanish Fork
,KTVY,Tooele Valley Airport (Bolinder Field),General aviation airports,GA,Utah,Tooele
ENV,KENV,Wendover Airport,General aviation airports,GA,Utah,Wendover
,,Bluff Airport,Other public-use airports (not listed in NPIAS),,Utah,Bluff
BTF,KBTF,Skypark Airport,Other public-use airports (not listed in NPIAS),,Utah,Bountiful
,,Dutch John Airport,Other public-use airports (not listed in NPIAS),,Utah,Dutch John
,,West Desert Airpark,Other public-use airports (not listed in NPIAS),,Utah,Fairfield
FIL,KFOM,Fillmore Municipal Airport,Other public-use airports (not listed in NPIAS),,Utah,Fillmore
BFG,,Bullfrog Basin Airport,Other public-use airports (not listed in NPIAS),,Utah,Glen Canyon
,,Huntington Municipal Airport,Other public-use airports (not listed in NPIAS),,Utah,Huntington
,,Junction Airport,Other public-use airports (not listed in NPIAS),,Utah,Junction
,,Manila Airport,Other public-use airports (not listed in NPIAS),,Utah,Manila
,,Morgan County Airport,Other public-use airports (not listed in NPIAS),,Utah,Morgan
SBO,,Salina-Gunnison Airport,Other public-use airports (not listed in NPIAS),,Utah,Salina
DPG,KDPG,Michael Army Airfield,Other military airports,,Utah,Dugway Proving Ground
HIF,KHIF,Hill Air Force Base,Other military airports,,Utah,Ogden
,,Hite Airport (owned by Glen Canyon NRA),Notable private-use airports,,Utah,Hanksville
GMV,,Monument Valley Airport (owned by Goulding's Lodge[1]),Notable private-use airports,,Utah,Oljato-Monument Valley
,,Thunder Ridge Airpark,Notable private-use airports,,Utah,Fruitland
,,Jake Garn Airport (closed 2009?) [1],Notable former airports,,Utah,Eagle Mountain
MSD,,Mount Pleasant Airport (closed 2016),Notable former airports,,Utah,Mount Pleasant
SGU,KSGU,St. George Municipal Airport (closed 2010),Notable former airports,P-N,Utah,St. George
,,Tooele Municipal Airport (closed after 1989) [2],Notable former airports,,Utah,Tooele
TRT,,Tremonton Municipal Airport (closed 1999) [3] [4],Notable former airports,,Utah,Tremonton
BTV,KBTV,Patrick Leahy Burlington International Airport,Commercial service – primary airports,P-S,Vermont,Burlington
RUT,KRUT,Rutland–Southern Vermont Regional Airport (was Rutland State),Commercial service – nonprimary airports,CS,Vermont,Rutland
MPV,KMPV,Edward F. Knapp State Airport,General aviation airports,GA,Vermont,Barre / Montpelier
,KDDH,William H. Morse State Airport,General aviation airports,GA,Vermont,Bennington
,KFSO,Franklin County State Airport,General aviation airports,GA,Vermont,Highgate
LLX,KCDA,Caledonia County Airport (was Caledonia County State),General aviation airports,GA,Vermont,Lyndonville
,,Middlebury State Airport,General aviation airports,GA,Vermont,Middlebury
MVL,KMVL,Morrisville–Stowe State Airport,General aviation airports,GA,Vermont,Morrisville
EFK,KEFK,Northeast Kingdom International Airport,General aviation airports,GA,Vermont,Newport
,,Post Mills Airport,General aviation airports,GA,Vermont,Post Mills
VSF,KVSF,Hartness State (Springfield) Airport,General aviation airports,GA,Vermont,Springfield
,,Warren–Sugarbush Airport,General aviation airports,GA,Vermont,Warren
,,John H. Boylan State (Island Pond) Airport,Other public-use airports (not listed in NPIAS),,Vermont,Island Pond
,,Shelburne Airport,Other public-use airports (not listed in NPIAS),,Vermont,Shelburne
,,Basin Harbor Airport,Other public-use airports (not listed in NPIAS),,Vermont,Vergennes
,,Deerfield Valley Regional Airport (was Mount Snow),Other public-use airports (not listed in NPIAS),,Vermont,West Dover
,,Cub Cove Seaplane Base,Notable private-use airports,,Vermont,Colchester
,,Fort Ethan Allen Army Airfield [1],Notable former airports,,Vermont,Burlington
,,Fair Haven Municipal Airport (closed 2009?),Notable former airports,GA,Vermont,Fair Haven
,,Robin's Nest Airport (North Windham Airport) (closed 2001?) [2] [3],Notable former airports,,Vermont,North Windham
,,Miller Airport (closed 1984–1988) [4],Notable former airports,,Vermont,Windsor
CHO,KCHO,Charlottesville–Albemarle Airport,Commercial service – primary airports,P-N,Virginia,Charlottesville
LYH,KLYH,Lynchburg Regional Airport (Preston Glenn Field),Commercial service – primary airports,P-N,Virginia,Lynchburg
PHF,KPHF,Newport News/Williamsburg International Airport (Patrick Henry Field),Commercial service – primary airports,P-N,Virginia,Newport News
ORF,KORF,Norfolk International Airport,Commercial service – primary airports,P-S,Virginia,Norfolk
RIC,KRIC,Richmond International Airport (Byrd Field),Commercial service – primary airports,P-S,Virginia,Richmond
ROA,KROA,Roanoke–Blacksburg Regional Airport (Woodrum Field),Commercial service – primary airports,P-N,Virginia,Roanoke
SHD,KSHD,Shenandoah Valley Regional Airport,Commercial service – primary airports,P-N,Virginia,Staunton / Waynesboro / Harrisonburg
DCA,KDCA,Ronald Reagan Washington National Airport,Commercial service – primary airports,P-L,Virginia,"Washington, D.C. / Arlington"
IAD,KIAD,Dulles International Airport,Commercial service – primary airports,P-L,Virginia,"Washington, D.C. / Dulles / Chantilly"
JYO,KJYO,Leesburg Executive Airport,Reliever airports,R,Virginia,Leesburg
MNZ,KHEF,Manassas Regional Airport (Harry P. Davis Field),Reliever airports,R,Virginia,"Washington, D.C. / Manassas"
,KPVG,Hampton Roads Executive Airport,Reliever airports,R,Virginia,Norfolk / Chesapeake
,KFCI,Chesterfield County Airport (Richmond Executive Airport),Reliever airports,R,Virginia,Richmond
,KRMN,Stafford Regional Airport,Reliever airports,R,Virginia,Stafford
,KHWY,Warrenton-Fauquier Airport,Reliever airports,R,Virginia,Warrenton
VJI,KVJI,Virginia Highlands Airport,General aviation airports,GA,Virginia,Abingdon
BCB,KBCB,Virginia Tech/Montgomery Executive Airport,General aviation airports,GA,Virginia,Blacksburg
,,Brookneal/Campbell County Airport,General aviation airports,GA,Virginia,Brookneal
,KCJR,Culpeper Regional Airport (T.I. Martin Field),General aviation airports,GA,Virginia,Culpeper
DAN,KDAN,Danville Regional Airport,General aviation airports,GA,Virginia,Danville
PSK,KPSK,New River Valley Airport,General aviation airports,GA,Virginia,Dublin
,KEMV,Emporia–Greensville Regional Airport,General aviation airports,GA,Virginia,Emporia
,KFVX,Farmville Regional Airport,General aviation airports,GA,Virginia,Farmville
FKN,KFKN,Franklin Regional Airport,General aviation airports,GA,Virginia,Franklin
FRR,KFRR,Front Royal–Warren County Airport,General aviation airports,GA,Virginia,Front Royal
,KHLX,Twin County Airport,General aviation airports,GA,Virginia,Galax / Hillsville
HSP,KHSP,Ingalls Field,General aviation airports,GA,Virginia,Hot Springs
,,Lee County Airport,General aviation airports,GA,Virginia,Jonesville
LOW,KLKU,Louisa County Airport (Freeman Field),General aviation airports,GA,Virginia,Louisa
,KLUA,Luray Caverns Airport,General aviation airports,GA,Virginia,Luray
,KMKJ,Mountain Empire Airport,General aviation airports,GA,Virginia,Marion / Wytheville
,KMTV,Blue Ridge Airport,General aviation airports,GA,Virginia,Martinsville
MFV,KMFV,Accomack County Airport,General aviation airports,GA,Virginia,Melfa
,KCPK,Chesapeake Regional Airport,General aviation airports,GA,Virginia,Norfolk / Chesapeake
,KOMH,Orange County Airport,General aviation airports,GA,Virginia,Orange
PTB,KPTB,Dinwiddie County Airport,General aviation airports,GA,Virginia,Petersburg
,,New Kent County Airport,General aviation airports,GA,Virginia,Quinton
,KJFZ,Tazewell County Airport,General aviation airports,GA,Virginia,Richlands
,KOFP,Hanover County Municipal Airport,General aviation airports,GA,Virginia,Richmond / Ashland
,,William M. Tuck Airport,General aviation airports,GA,Virginia,South Boston
,KAVC,Mecklenburg–Brunswick Regional Airport,General aviation airports,GA,Virginia,South Hill
,KSFQ,Suffolk Executive Airport,General aviation airports,GA,Virginia,Suffolk
,KTGI,Tangier Island Airport,General aviation airports,GA,Virginia,Tangier
,KXSA,Tappahannock-Essex County Airport (replaced Tappahannock Municipal),General aviation airports,GA,Virginia,Tappahannock
,KFYJ,Middle Peninsula Regional Airport,General aviation airports,GA,Virginia,West Point
WGO,KOKV,Winchester Regional Airport,General aviation airports,GA,Virginia,Winchester
LNP,KLNP,Lonesome Pine Airport,General aviation airports,GA,Virginia,Wise
BKT,KBKT,Allen C. Perkinson Airport / Blackstone Army Airfield,Other public-use airports (not listed in NPIAS),,Virginia,Blackstone
,KVBW,Bridgewater Air Park,Other public-use airports (not listed in NPIAS),,Virginia,Bridgewater
,,Lake Anna Airport,Other public-use airports (not listed in NPIAS),,Virginia,Bumpass
,KCXE,Chase City Municipal Airport,Other public-use airports (not listed in NPIAS),,Virginia,Chase City
,,McLaughlin Seaplane Base,Other public-use airports (not listed in NPIAS),,Virginia,Chester
,,Lake Country Regional Airport (was Marks Municipal Airport) [1],Other public-use airports (not listed in NPIAS),,Virginia,Clarksville
,,Crewe Municipal Airport,Other public-use airports (not listed in NPIAS),,Virginia,Crewe
,,New London Airport,Other public-use airports (not listed in NPIAS),,Virginia,Forest
,KEZF,Shannon Airport,Other public-use airports (not listed in NPIAS),,Virginia,Fredericksburg
GVE,KGVE,Gordonsville Municipal Airport,Other public-use airports (not listed in NPIAS),,Virginia,Gordonsville
,KGDY,Grundy Municipal Airport,Other public-use airports (not listed in NPIAS),,Virginia,Grundy
,,Lunenburg County Airport,Other public-use airports (not listed in NPIAS),,Virginia,Kenbridge
LVL,KLVL,Lawrenceville–Brunswick Municipal Airport,Other public-use airports (not listed in NPIAS),,Virginia,Lawrenceville
,,Falwell Airport,Other public-use airports (not listed in NPIAS),,Virginia,Lynchburg
,,Smith Mountain Lake Airport,Other public-use airports (not listed in NPIAS),,Virginia,Moneta
,,New Market Airport,Other public-use airports (not listed in NPIAS),,Virginia,New Market
,,Hummel Field,Other public-use airports (not listed in NPIAS),,Virginia,Saluda
,KAKQ,Wakefield Municipal Airport,Other public-use airports (not listed in NPIAS),,Virginia,Wakefield
,,Eagle's Nest Airport,Other public-use airports (not listed in NPIAS),,Virginia,Waynesboro
,,Campbell Field Airport,Other public-use airports (not listed in NPIAS),,Virginia,Weirwood
,KJGG,Williamsburg-Jamestown Airport,Other public-use airports (not listed in NPIAS),,Virginia,Williamsburg
APH,KAPH,A.P. Hill Army Airfield,Other military/government airports,,Virginia,Fort A.P Hill / Bowling Green
,KNFE,NALF Fentress,Other military/government airports,,Virginia,Chesapeake
DGN,KNDY,NSWC Dahlgren,Other military/government airports,,Virginia,Dahlgren
DAA,KDAA,Davison Army Airfield,Other military/government airports,,Virginia,Fort Belvoir
FAF,KFAF,Felker Army Airfield,Other military/government airports,,Virginia,Fort Eustis
LFI,KLFI,Langley Air Force Base,Other military/government airports,,Virginia,Hampton
NGU,KNGU,NS Norfolk (Chambers Field),Other military/government airports,,Virginia,Norfolk
NTU,KNTU,NAS Oceana (Apollo Soucek Field),Other military/government airports,,Virginia,Virginia Beach
NYG,KNYG,MCAF Quantico (Turner Field),Other military/government airports,,Virginia,Quantico
WAL,KWAL,Wallops Flight Facility (NASA),Other military/government airports,,Virginia,Wallops Island
,,Camp Peary Landing Strip,Other military/government airports,,Virginia,Williamsburg / Camp Peary
,,"Whitman Strip (formerly public-use, FAA: 0V5)",Notable private-use airports,,Virginia,Manassas
,,"Hartwood Airport (formerly public-use, FAA: 8W8)",Notable private-use airports,,Virginia,Somerville
,,Hoover Field (closed 1941),Notable former airports,,Virginia,Arlington
,,Beacon Field Airport (closed 1959),Notable former airports,,Virginia,Fairfax County
,,Falls Church Airpark (closed 1960),Notable former airports,,Virginia,Fairfax County
,,Washington-Virginia Airport (closed 1970),Notable former airports,,Virginia,Fairfax County
,,Tappahannock Municipal Airport (closed 2007),Notable former airports,GA,Virginia,Tappahannock
BLI,KBLI,Bellingham International Airport,Commercial service – primary airports,P-N,Washington,Bellingham
ESD,KORS,Orcas Island Airport,Commercial service – primary airports,P-N,Washington,Eastsound
PAE,KPAE,Paine Field (Snohomish County Airport),Commercial service – primary airports,P-N,Washington,Everett
FRD,KFHR,Friday Harbor Airport,Commercial service – primary airports,P-N,Washington,Friday Harbor
PSC,KPSC,Tri-Cities Airport,Commercial service – primary airports,P-S,Washington,Pasco
PUW,KPUW,Pullman–Moscow Regional Airport,Commercial service – primary airports,P-N,Washington,"Pullman / Moscow, Idaho"
BFI,KBFI,King County International Airport (Boeing Field),Commercial service – primary airports,P-N,Washington,Seattle
SEA,KSEA,Seattle–Tacoma International Airport,Commercial service – primary airports,P-L,Washington,Seattle / Tacoma (SeaTac)
GEG,KGEG,Spokane International Airport (Geiger Field),Commercial service – primary airports,P-S,Washington,Spokane
ALW,KALW,Walla Walla Regional Airport,Commercial service – primary airports,P-N,Washington,Walla Walla
EAT,KEAT,Pangborn Memorial Airport,Commercial service – primary airports,P-N,Washington,Wenatchee
YKM,KYKM,Yakima Air Terminal (McAllister Field),Commercial service – primary airports,P-N,Washington,Yakima
,,Friday Harbor Seaplane Base,Commercial service – nonprimary airports,CS,Washington,Friday Harbor
,,Auburn Municipal Airport,Reliever airports,R,Washington,Auburn
RNT,KRNT,Renton Municipal Airport,Reliever airports,R,Washington,Renton
,,Harvey Airfield (Harvey Field),Reliever airports,R,Washington,Snohomish
SFF,KSFF,Felts Field,Reliever airports,R,Washington,Spokane
OTS,,Anacortes Airport,General aviation airports,GA,Washington,Anacortes
,KAWO,Arlington Municipal Airport,General aviation airports,GA,Washington,Arlington
PWT,KPWT,Bremerton National Airport,General aviation airports,GA,Washington,Bremerton
,,Anderson Field,General aviation airports,GA,Washington,Brewster
MVW,KBVS,Skagit Regional Airport,General aviation airports,GA,Washington,Burlington / Mount Vernon
,,Grove Field,General aviation airports,GA,Washington,Camas / Washougal
,,Cashmere–Dryden Airport,General aviation airports,GA,Washington,Cashmere
CLS,KCLS,Chehalis–Centralia Airport,General aviation airports,GA,Washington,Chehalis
,,Lake Chelan Airport (was Chelan Municipal Airport),General aviation airports,GA,Washington,Chelan
,,Cle Elum Municipal Airport,General aviation airports,GA,Washington,Cle Elum
,,Port of Whitman Business Air Center (was Whitman Co. Memorial),General aviation airports,GA,Washington,Colfax
,,Colville Municipal Airport,General aviation airports,GA,Washington,Colville
,,Davenport Airport (Davenport Municipal Airport),General aviation airports,GA,Washington,Davenport
,KDEW,Deer Park Airport (was Deer Park Municipal Airport),General aviation airports,GA,Washington,Deer Park
,,Grand Coulee Dam Airport,General aviation airports,GA,Washington,Electric City
ELN,KELN,Bowers Field,General aviation airports,GA,Washington,Ellensburg
EPH,KEPH,Ephrata Municipal Airport,General aviation airports,GA,Washington,Ephrata
HQM,KHQM,Bowerman Airport (was Bowerman Field),General aviation airports,GA,Washington,Hoquiam
,,Ione Municipal Airport,General aviation airports,GA,Washington,Ione
KLS,KKLS,Southwest Washington Regional Airport (was Kelso–Longview),General aviation airports,GA,Washington,Kelso
KEH,,Kenmore Air Harbor (Lake Washington),General aviation airports,GA,Washington,Kenmore (Lake Washington)
,,Whidbey Air Park (Whidbey Airpark),General aviation airports,GA,Washington,Langley
,,Lopez Island Airport,General aviation airports,GA,Washington,Lopez Island
MWH,KMWH,Grant County International Airport,General aviation airports,GA,Washington,Moses Lake
,,Ocean Shores Municipal Airport,General aviation airports,GA,Washington,Ocean Shores
,,Odessa Municipal Airport,General aviation airports,GA,Washington,Odessa
OLM,KOLM,Olympia Regional Airport (was Olympia Airport),General aviation airports,GA,Washington,Olympia / Tumwater
OMK,KOMK,Omak Airport (was Omak Municipal Airport),General aviation airports,GA,Washington,Omak
,,Dorothy Scott Airport,General aviation airports,GA,Washington,Oroville
,,Othello Municipal Airport,General aviation airports,GA,Washington,Othello
,,Packwood Airport,General aviation airports,GA,Washington,Packwood
CLM,KCLM,William R. Fairchild International Airport,General aviation airports,GA,Washington,Port Angeles
TWD,,Jefferson County International Airport,General aviation airports,GA,Washington,Port Townsend
,,Prosser Airport,General aviation airports,GA,Washington,Prosser
,KPLU,Pierce County Airport (Thun Field),General aviation airports,GA,Washington,Puyallup
UIL,KUIL,Quillayute Airport (was Quillayute State Airport),General aviation airports,GA,Washington,Quillayute / Forks
RLD,KRLD,Richland Airport,General aviation airports,GA,Washington,Richland
,,Pru Field,General aviation airports,GA,Washington,Ritzville
,,Rosalia Municipal Airport,General aviation airports,GA,Washington,Rosalia
SHN,KSHN,Sanderson Field,General aviation airports,GA,Washington,Shelton
,,Sunnyside Municipal Airport,General aviation airports,GA,Washington,Sunnyside
TIW,KTIW,Tacoma Narrows Airport,General aviation airports,GA,Washington,Tacoma
TDO,KTDO,South Lewis County Airport (Ed Carlson Memorial Field),General aviation airports,GA,Washington,Toledo / Winlock
,KVUO,Pearson Field,General aviation airports,GA,Washington,Vancouver
,,Vashon Municipal Airport,General aviation airports,GA,Washington,Vashon
,,Wilbur Airport (Wilbur Municipal Airport),General aviation airports,GA,Washington,Wilbur
,,Methow Valley State Airport,General aviation airports,GA,Washington,Winthrop
,,Skyline Seaplane Base,Other public-use airports (not listed in NPIAS),,Washington,Anacortes
,,Rogersburg Airport (was Rogersburg State Airport),Other public-use airports (not listed in NPIAS),,Washington,Anatone
,,Bandera State Airport,Other public-use airports (not listed in NPIAS),,Washington,Bandera / North Bend
,,Goheen Airport (was Goheen Field),Other public-use airports (not listed in NPIAS),,Washington,Battle Ground
,,Cedars North Airpark,Other public-use airports (not listed in NPIAS),,Washington,Battle Ground
,,Floathaven Seaplane Base,Other public-use airports (not listed in NPIAS),,Washington,Bellingham
,,Sand Canyon Airport,Other public-use airports (not listed in NPIAS),,Washington,Chewelah
,,Cross Winds Airport,Other public-use airports (not listed in NPIAS),,Washington,Clayton
,,De Vere Field,Other public-use airports (not listed in NPIAS),,Washington,Cle Elum
,,Lower Granite State Airport,Other public-use airports (not listed in NPIAS),,Washington,Colfax
,,Martin Field,Other public-use airports (not listed in NPIAS),,Washington,College Place
,,Camano Island Airfield,Other public-use airports (not listed in NPIAS),,Washington,Camano Island / Stanwood
,,Mears Field (was Concrete Municipal Airport) [1],Other public-use airports (not listed in NPIAS),,Washington,Concrete
,,Copalis State Airport (was Copalis Beach State Airport),Other public-use airports (not listed in NPIAS),,Washington,Copalis Beach
,,Darrington Municipal Airport,Other public-use airports (not listed in NPIAS),,Washington,Darrington
ESW,KESW,Easton State Airport,Other public-use airports (not listed in NPIAS),,Washington,Easton
,,Swanson Airport (was Swanson Field),Other public-use airports (not listed in NPIAS),,Washington,Eatonville
,,Elma Municipal Airport,Other public-use airports (not listed in NPIAS),,Washington,Elma
,,Forks Airport (was Forks Municipal Airport),Other public-use airports (not listed in NPIAS),,Washington,Forks
,,Goldendale Airport (was Goldendale Municipal Airport),Other public-use airports (not listed in NPIAS),,Washington,Goldendale
,,Ranger Creek Airport (was Ranger Creek State Airport),Other public-use airports (not listed in NPIAS),,Washington,Greenwater
,,Port of Ilwaco Airport (was Ilwaco Airport),Other public-use airports (not listed in NPIAS),,Washington,Ilwaco
,,Lower Monumental State Airport,Other public-use airports (not listed in NPIAS),,Washington,Kahlotus
,,Vista Field,Other public-use airports (not listed in NPIAS),,Washington,Kennewick
,,Crest Airpark,Other public-use airports (not listed in NPIAS),,Washington,Kent
,,Avey Field State Airport (Avey Field),Other public-use airports (not listed in NPIAS),,Washington,Laurier
,,Lake Wenatchee State Airport,Other public-use airports (not listed in NPIAS),,Washington,Leavenworth
,,Lester State Ultralight Flightpark,Other public-use airports (not listed in NPIAS),,Washington,Lester
,,Lind Airport (was Lind Municipal Airport),Other public-use airports (not listed in NPIAS),,Washington,Lind
,,Lynden Airport (was Lynden Municipal Airport),Other public-use airports (not listed in NPIAS),,Washington,Lynden
,,Mansfield Airport,Other public-use airports (not listed in NPIAS),,Washington,Mansfield
,,Desert Aire Airport,Other public-use airports (not listed in NPIAS),,Washington,Mattawa
,,Lost River Resort Airport,Other public-use airports (not listed in NPIAS),,Washington,Mazama
,,Mead Flying Service Airport,Other public-use airports (not listed in NPIAS),,Washington,Mead
,,Sullivan Lake State Airport,Other public-use airports (not listed in NPIAS),,Washington,Metaline Falls
,,Firstair Field,Other public-use airports (not listed in NPIAS),,Washington,Monroe
,,Strom Field,Other public-use airports (not listed in NPIAS),,Washington,Morton
,,Moses Lake Municipal Airport,Other public-use airports (not listed in NPIAS),,Washington,Moses Lake
ODW,KOKH,A.J. Eisenberg Airport (was Wes Lupien Airport),Other public-use airports (not listed in NPIAS),,Washington,Oak Harbor
,,Okanogan Legion Airport,Other public-use airports (not listed in NPIAS),,Washington,Okanogan
,,Hoskins Field,Other public-use airports (not listed in NPIAS),,Washington,Olympia
,,Point Roberts Airpark,Other public-use airports (not listed in NPIAS),,Washington,Point Roberts
PUL,KPUL,Port of Poulsbo Marina Moorage Seaplane Base,Other public-use airports (not listed in NPIAS),,Washington,Poulsbo
,,Quincy Municipal Airport,Other public-use airports (not listed in NPIAS),,Washington,Quincy
,,Will Rogers Wiley Post Seaplane Base,Other public-use airports (not listed in NPIAS),,Washington,Renton
,,Ferry County Airport,Other public-use airports (not listed in NPIAS),,Washington,Republic
,,Tieton State Airport,Other public-use airports (not listed in NPIAS),,Washington,Rimrock
,,Roche Harbor Seaplane Base,Other public-use airports (not listed in NPIAS),,Washington,Roche Harbor
,,R & K Skyranch Airport,Other public-use airports (not listed in NPIAS),,Washington,Rochester
RSJ,,Rosario Seaplane Base,Other public-use airports (not listed in NPIAS),,Washington,Rosario / Eastsound
